Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
S00400998-I1,STATEN ISLAND,,2020-09-21,2024-02-25,1251,2024-03-29,110.0,,Permit Entire,5106523,501,40.63588,-74.10556,355,BARD AVENUE,5,102,1,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00459412-I1,STATEN ISLAND,,2021-01-28,2024-02-25,1122,2024-09-30,935.0,,Permit Entire,5106523,501,40.63588,-74.10556,355,BARD AVENUE,5,102,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00513170-I1,STATEN ISLAND,,2021-04-30,2024-02-25,1030,2024-03-17,176.0,,Permit Entire,5107039,501,40.64016,-74.13199,24,PORT RICHMOND AVENUE,5,1073,70,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00566609-I1,STATEN ISLAND,,2021-09-22,2024-02-25,885,2024-04-01,390.0,,Permit Entire,5070651,503,40.55825,-74.15504,32,ELVERTON AVENUE,5,5444,12,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00574403-S1,STATEN ISLAND,,2021-08-31,2024-02-25,907,2024-04-01,19.0,,Permit Entire,5082634,503,40.5283,-74.19352,100,LUTEN AVENUE,5,6613,1,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00579071-I1,STATEN ISLAND,,2021-10-05,2024-02-25,872,2024-03-23,510.0,,Permit Entire,5042776,501,40.61332,-74.06897,191,VERMONT AVENUE,5,2852,1,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00622084-I1,STATEN ISLAND,,2022-01-11,2024-02-25,774,2024-03-20,3772.0,,Permit Entire,5055367,502,40.57054,-74.10624,465,NEW DORP LANE,5,3930,10,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00632422-I1,STATEN ISLAND,,2022-01-13,2024-02-25,772,2024-07-09,1160.0,,Permit Entire,5107239,501,40.62482,-74.15063,1860,FOREST AVENUE,5,1706,1,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00638819-I1,STATEN ISLAND,,2021-12-20,2024-02-25,796,2024-03-31,64.0,,Permit Entire,5000019,501,40.63878,-74.07603,144,BAY STREET,5,5,3,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00645005-I1,STATEN ISLAND,,2021-12-13,2024-02-25,803,2024-04-06,676.0,,Permit Entire,5106863,501,40.62257,-74.07562,75,VANDERBILT AVENUE,5,534,1,INFINITY DESIGN CONSULTANT INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
S00649919-I1,STATEN ISLAND,,2021-12-28,2024-02-25,788,2024-09-19,220.0,,Permit Entire,5801875,501,40.63061,-74.07662,475,BAY STREET,5,488,9,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00657597-I1,STATEN ISLAND,,2022-01-06,2024-02-25,779,2024-04-14,270.0,,Permit Entire,5095818,501,40.63556,-74.11886,240,BROADWAY,5,196,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
S00658375-I1,STATEN ISLAND,,2022-01-11,2024-02-25,774,2024-04-01,401.0,,Permit Entire,5000085,501,40.64277,-74.07726,130,STUYVESANT PLACE,5,8,70,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
S00677571-I1,STATEN ISLAND,,2022-02-10,2024-02-25,744,2024-09-21,60.0,,Permit Entire,5109580,502,40.57911,-74.10744,145,LINCOLN AVENUE,5,3585,7502,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S00703108-I1,STATEN ISLAND,,2022-03-23,2024-02-25,703,2024-03-31,60.0,,Permit Entire,5000035,501,40.64069,-74.07604,56,BAY STREET,5,5,103,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00708336-I1,STATEN ISLAND,,2022-03-30,2024-02-25,696,2024-03-13,100.0,,Permit Entire,5023763,501,40.63756,-74.13113,75,BENNETT STREET,5,1007,26,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00734591-I1,STATEN ISLAND,,2022-05-12,2024-02-25,653,2024-05-03,560.0,,Permit Entire,5176385,501,40.63761,-74.07743,44,VICTORY BOULEVARD,5,498,40,MOHAMMAD AHEAD  PE,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00739777-I1,STATEN ISLAND,,2022-11-07,2024-02-25,474,2024-04-01,643.0,,Permit Entire,5037524,502,40.59213,-74.15862,33,FERNDALE AVENUE,5,2364,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00774658-I1,STATEN ISLAND,,2022-08-24,2024-02-25,549,2024-06-16,192.0,,Permit Entire,5106483,501,40.64541,-74.08222,105,HAMILTON AVENUE,5,22,1,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00796679-I1,STATEN ISLAND,,2022-10-13,2024-02-25,499,2024-04-01,28.0,,Permit Entire,5069075,503,40.53662,-74.16306,54,OSBORNE STREET,5,5336,1,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00797292-I1,STATEN ISLAND,,2023-03-03,2024-02-25,358,2024-03-03,718.0,,Permit Entire,5052791,502,40.5736,-74.10849,212,CLAWSON STREET,5,3645,7,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00806248-I1,STATEN ISLAND,,2023-04-28,2024-02-25,302,2024-04-01,90.0,,Permit Entire,5106798,501,40.63077,-74.07119,6,VICTORY BOULEVARD,5,487,100,SIGMA ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00819022-I1,STATEN ISLAND,,2023-01-26,2024-02-25,394,2025-01-26,46.0,,Permit Entire,5082757,503,40.51698,-74.19614,375,SEGUINE AVENUE,5,6670,1,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00819641-I1,STATEN ISLAND,,2023-01-27,2024-02-25,393,2024-06-30,38.0,,Permit Entire,5002477,501,40.63753,-74.0873,436,JERSEY STREET,5,103,28,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00819954-I1,STATEN ISLAND,,2023-04-07,2024-02-25,323,2024-04-01,29.0,,Permit Entire,5175380,503,40.52941,-74.18728,348A,DEISIUS STREET,5,6566,1,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00835327-I1,STATEN ISLAND,,2023-03-07,2024-02-25,354,2024-03-07,358.0,,Permit Entire,5046266,502,40.60582,-74.08743,1950,CLOVE ROAD,5,3157,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00839642-I1,STATEN ISLAND,,2023-03-13,2024-02-25,348,2024-03-13,26.0,,Permit Entire,5146526,502,40.61154,-74.17797,1150,SOUTH AVENUE,5,1725,300,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00849555-I1,STATEN ISLAND,,2023-04-18,2024-02-25,312,2024-04-18,81.0,,Permit Entire,5042100,501,40.61835,-74.06489,191,EDGEWATER STREET,5,2820,132,ENTHINK ENGINEERING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00850093-I1,STATEN ISLAND,,2023-06-02,2024-02-25,267,2024-06-02,650.0,,Permit Entire,5045488,502,40.59787,-74.07053,99,MACFARLAND AVENUE,5,3097,14,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00853814-I1,STATEN ISLAND,,2023-04-14,2024-02-25,316,2024-04-14,453.0,,Permit Entire,5037085,502,40.57924,-74.13076,140,MEISNER AVENUE,5,2250,2,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00856780-I1,STATEN ISLAND,,2023-04-17,2024-02-25,313,2024-04-17,246.0,,Permit Entire,5130986,503,40.57134,-74.19773,1000,WEST SERVICE ROAD,5,5900,500,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00865388-I1,STATEN ISLAND,,2023-04-28,2024-02-25,302,2024-04-01,575.0,,Permit Entire,5155012,501,40.63969,-74.13716,26,SHARPE AVENUE,5,1084,59,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00868126-I1,STATEN ISLAND,,2023-05-03,2024-02-25,297,2024-05-03,511.0,,Permit Entire,5108964,502,40.60765,-74.11965,275,WESTWOOD AVENUE,5,706,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00875254-I1,STATEN ISLAND,,2023-06-05,2024-02-25,264,2024-06-05,217.0,,Permit Entire,5155012,501,40.63969,-74.13716,26,SHARPE AVENUE,5,1084,59,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00876902-I1,STATEN ISLAND,,2023-05-18,2024-02-25,282,2024-06-30,83.0,,Permit Entire,5000209,501,40.63915,-74.07758,430,ST MARKS PLACE,5,16,120,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00900687-I1,STATEN ISLAND,,2023-07-13,2024-02-25,226,2024-07-13,340.0,,Permit Entire,5108502,501,40.646,-74.08028,185,ST MARKS PLACE,5,13,8,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
S00901124-I1,STATEN ISLAND,,2023-07-14,2024-02-25,225,2024-07-14,246.0,,Permit Entire,5019047,501,40.60832,-74.14482,471,NORTH GANNON AVENUE,5,751,252,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00901349-I1,STATEN ISLAND,,2023-07-31,2024-02-25,208,2024-06-30,40.0,,Permit Entire,5113078,501,40.63598,-74.07735,78,VAN DUZER STREET,5,499,25,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00904145-I1,STATEN ISLAND,,2023-07-17,2024-02-25,222,2024-07-17,53.0,,Permit Entire,5142323,501,40.64216,-74.09356,40,CASSIDY PLACE,5,65,33,AP PROFESSIONAL ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00917325-I1,STATEN ISLAND,,2023-09-22,2024-02-25,155,2024-09-22,1244.0,,Permit Entire,5128148,503,40.54184,-74.21394,250,KRAMER AVENUE,5,7044,1,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00919020-I1,STATEN ISLAND,,2023-08-15,2024-02-25,193,2024-08-15,112.0,,Permit Entire,5043303,501,40.61657,-74.0754,330,TOMPKINS AVENUE,5,2873,34,AG ENGINEERING PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00919092-I1,STATEN ISLAND,,2023-12-13,2024-02-25,73,2024-06-10,357.0,,Permit Entire,5000290,501,40.63899,-74.07944,211,DANIEL LOW TERRACE,5,18,6,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00919555-I1,STATEN ISLAND,,2023-08-16,2024-02-25,192,2024-08-16,120.0,,Permit Entire,5013235,501,40.6259,-74.07496,661,BAY STREET,5,496,110,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00928784-I1,STATEN ISLAND,,2023-10-24,2024-02-25,123,2024-04-01,210.0,,Permit Entire,5079651,503,40.5446,-74.19701,455,HUGUENOT AVENUE,5,6050,2,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00930536-I1,STATEN ISLAND,,2023-09-18,2024-02-25,159,2024-07-01,250.0,,Permit Entire,5089818,501,40.6108,-74.093,755,NARROWS ROAD NORTH,5,631,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
S00930540-I1,STATEN ISLAND,,2023-09-08,2024-02-25,169,2024-09-08,31.0,,Permit Entire,5175031,501,40.61306,-74.06571,1232,BAY STREET,5,2857,22,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00939210-I1,STATEN ISLAND,,2023-09-26,2024-02-25,151,2024-03-31,30.0,,Permit Entire,5049717,502,40.58454,-74.08552,475,SEAVIEW AVENUE,5,3355,32,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00940531-I1,STATEN ISLAND,,2023-11-20,2024-02-25,96,2024-06-30,300.0,,Permit Entire,5048682,502,40.59064,-74.10062,1592,RICHMOND ROAD,5,3306,8,INFINITY DESIGN CONSULTANT INC.,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00954094-I1,STATEN ISLAND,,2023-10-30,2024-02-25,117,2024-10-30,85.0,,Permit Entire,5006535,501,40.62076,-74.09937,961,VICTORY BOULEVARD,5,240,16,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S00954278-I1,STATEN ISLAND,,2024-01-30,2024-02-25,25,2024-04-23,279.0,,Permit Entire,5065854,503,40.54562,-74.14551,225,CLEVELAND AVENUE,5,5153,108,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00957772-I1,STATEN ISLAND,,2024-01-17,2024-02-25,38,2025-01-17,19.0,,Permit Entire,5043519,501,40.61116,-74.08379,140,PALMA DRIVE,5,2888,40,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00960487-I1,STATEN ISLAND,,2023-11-15,2024-02-25,101,2024-05-04,35.0,,Permit Entire,5013252,501,40.63734,-74.07703,192,BAY STREET,5,498,59,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00963733-I1,STATEN ISLAND,,2023-12-19,2024-02-25,67,2024-11-01,328.0,,Permit Entire,5131697,503,40.51019,-74.23014,555,PAGE AVENUE,5,7760,1,HC PEC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00972462-I1,STATEN ISLAND,,2023-12-13,2024-02-25,73,2024-04-01,98.0,,Permit Entire,5176343,501,40.63891,-74.07603,142,BAY STREET,5,5,5,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00972490-I1,STATEN ISLAND,,2023-12-13,2024-02-25,73,2024-04-01,127.0,,Permit Entire,5000057,501,40.63812,-74.07631,136,CENTRAL AVENUE,5,6,143,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00974077-I1,STATEN ISLAND,,2023-12-27,2024-02-25,59,2024-09-30,220.0,,Permit Entire,5109139,501,40.6391,-74.17024,85,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00974090-I1,STATEN ISLAND,,2023-12-27,2024-02-25,59,2024-09-30,220.0,,Permit Entire,5109140,501,40.6391,-74.17024,35,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00974098-I1,STATEN ISLAND,,2023-12-28,2024-02-25,58,2024-09-30,230.0,,Permit Entire,5112688,501,40.6391,-74.17024,65,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00980318-I1,STATEN ISLAND,,2023-12-22,2024-02-25,64,2024-10-02,526.0,,Permit Entire,5106568,501,40.64462,-74.10966,1,DAVIS AVENUE,5,137,1,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00984263-I1,STATEN ISLAND,,2024-01-04,2024-02-25,51,2024-09-30,250.0,,Permit Entire,5112687,501,40.6391,-74.17024,55,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01006970-I1,STATEN ISLAND,,2024-02-23,2024-02-25,1,2024-12-27,220.0,,Permit Entire,5073737,503,40.55994,-74.16806,3285,RICHMOND AVENUE,5,5533,47,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01007801-I1,STATEN ISLAND,,2024-02-22,2024-02-25,2,2024-11-02,136.0,,Permit Entire,5110065,501,40.63812,-74.07396,10,BAY STREET LANDING,5,1,216,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
S07993866-I1,STATEN ISLAND,,2022-10-11,2024-02-25,501,2024-04-01,745.0,,Permit Entire,5004877,501,40.6365,-74.11686,221,BROADWAY,5,176,10,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S08004102-I1,STATEN ISLAND,,2022-11-07,2024-02-25,474,2025-01-25,750.0,,Permit Entire,5079651,503,40.5446,-74.19701,455,HUGUENOT AVENUE,5,6050,2,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08012893-I1,STATEN ISLAND,,2022-10-07,2024-02-25,505,2024-05-01,8.0,,Permit Entire,5001150,501,40.64203,-74.08546,55,LAYTON AVENUE,5,49,182,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08016158-I1,STATEN ISLAND,,2022-10-07,2024-02-25,505,2024-07-01,390.0,,Permit Entire,5043303,501,40.61657,-74.0754,330,TOMPKINS AVENUE,5,2873,34,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S08028781-I1,STATEN ISLAND,,2022-10-27,2024-02-25,485,2024-03-31,394.0,,Permit Entire,5113454,501,40.61827,-74.09327,1,CAMPUS ROAD,5,620,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08033111-I1,STATEN ISLAND,,2023-05-04,2024-02-25,296,2024-04-01,1922.0,,Permit Entire,5082634,503,40.5283,-74.19352,100,LUTEN AVENUE,5,6613,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08033678-I1,STATEN ISLAND,,2022-12-20,2024-02-25,431,2024-04-01,700.0,,Permit Entire,5013955,501,40.62094,-74.07708,151,TOMPKINS AVENUE,5,534,75,MSS ENGINEERING PLLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S08040356-I1,STATEN ISLAND,,2022-11-22,2024-02-25,459,2024-12-19,95.0,,Permit Entire,5175245,502,40.5757,-74.08372,835,FATHER CAPODANNO BOULEVARD,5,3847,24,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S08053736-I1,STATEN ISLAND,,2022-12-13,2024-02-25,438,2024-12-22,185.0,,Permit Entire,5174637,501,40.63824,-74.13281,109,PORT RICHMOND AVENUE,5,1005,1,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
X00002036-I1,BRONX,,2017-11-11,2024-02-25,2296,2024-05-04,110.0,,Permit Entire,2000765,201,40.80814,-73.92984,9,BRUCKNER BOULEVARD,2,2317,19,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00019005-I1,BRONX,,2018-03-08,2024-02-25,2179,2024-09-06,280.0,,Permit Entire,2000780,201,40.81015,-73.92807,199,LINCOLN AVENUE,2,2318,22,ASIF JAMIL  RA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00025903-I1,BRONX,,2018-03-13,2024-02-25,2174,2024-03-15,247.0,,Permit Entire,2003065,204,40.83484,-73.92491,1110,ANDERSON AVENUE,2,2505,40,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00029075-I1,BRONX,,2018-03-22,2024-02-25,2165,2024-05-16,130.0,,Permit Entire,2003142,204,40.8334,-73.92664,1045,ANDERSON AVENUE,2,2508,26,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
X00029967-I1,BRONX,,2018-03-28,2024-02-25,2159,2024-03-03,159.0,,Permit Entire,2009657,203,40.84002,-73.89901,1639,FULTON AVENUE,2,2929,78,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00046271-I1,BRONX,,2018-05-30,2024-02-25,2096,2024-06-29,1.0,,Permit Entire,2005009,201,40.82024,-73.90208,851,PROSPECT AVENUE,2,2677,24,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
X00056039-I1,BRONX,,2018-06-25,2024-02-25,2070,2024-09-15,682.0,,Permit Entire,2092481,208,40.87494,-73.9067,2831,EXTERIOR STREET,2,3265,1,AK CONSULTING SERVICES  INC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00056043-I1,BRONX,,2018-06-25,2024-02-25,2070,2024-09-15,914.0,,Permit Entire,2100931,208,40.87494,-73.9067,2861,EXTERIOR STREET,2,3265,1,AK CONSULTING SERVICES  INC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00058204-I1,BRONX,,2018-07-05,2024-02-25,2060,2024-09-15,189.0,,Permit Entire,2093400,211,40.862,-73.86595,2440,BOSTON ROAD,2,4431,1,AK CONSULTING SERVICES  INC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00058879-I1,BRONX,,2018-07-06,2024-02-25,2059,2024-09-15,434.0,,Permit Entire,1082780,208,40.87487,-73.90783,5360,BROADWAY,2,2215,116,AK CONSULTING SERVICES  INC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00062938-I1,BRONX,,2018-07-19,2024-02-25,2046,2024-05-10,494.0,,Permit Entire,2002900,204,40.823,-73.92686,675,WALTON AVENUE,2,2473,67,NAVI STRUCTURAL ENGINEERING  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00064557-I1,BRONX,,2018-08-03,2024-02-25,2031,2024-04-14,332.0,,Permit Entire,2002796,204,40.82631,-73.92213,888,GRAND CONCOURSE,2,2459,34,DOOLING & COMPANY ARCHITECTS,1,DOB NOW,Local Law 11,Other Zoning Districts
X00066562-I1,BRONX,,2018-08-07,2024-02-25,2027,2024-07-01,470.0,,Permit Entire,2012632,206,40.84529,-73.88926,740,EAST 178 STREET,2,3093,2,HAIDER ENGINEERING  P.E.,1,DOB NOW,Local Law 11,Other Zoning Districts
X00072539-I1,BRONX,,2018-08-22,2024-02-25,2012,2024-04-28,270.0,,Permit Entire,2002693,204,40.83539,-73.91479,221,EAST 168 STREET,2,2453,53,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
X00075549-I1,BRONX,,2018-09-13,2024-02-25,1990,2024-04-01,770.0,,Permit Entire,2093450,211,40.86601,-73.86975,2700,BRONX PARK EAST,2,4506,1,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00076368-I1,BRONX,,2018-09-13,2024-02-25,1990,2024-04-01,760.0,,Permit Entire,2093451,211,40.86601,-73.86975,2701,BARKER AVENUE,2,4506,1,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00076384-I1,BRONX,,2018-09-14,2024-02-25,1989,2024-04-01,575.0,,Permit Entire,2093458,211,40.86726,-73.8698,2801,BARKER AVENUE,2,4506,40,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00076393-I1,BRONX,,2018-09-14,2024-02-25,1989,2024-04-01,760.0,,Permit Entire,2093459,211,40.86726,-73.8698,2818,BRONX PARK EAST,2,4506,40,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00076782-I1,BRONX,,2018-09-13,2024-02-25,1990,2024-04-01,415.0,,Permit Entire,2093463,211,40.86726,-73.8698,2859,BARKER AVENUE,2,4506,40,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00080712-I1,BRONX,,2018-09-24,2024-02-25,1979,2024-03-31,48.0,,Permit Entire,2013432,205,40.85744,-73.89754,2322,VALENTINE AVENUE,2,3146,15,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00081877-I1,BRONX,,2018-10-01,2024-02-25,1972,2024-03-02,294.0,,Permit Entire,2003314,204,40.83991,-73.92472,132,WEST 169 STREET,2,2518,28,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00083938-I1,BRONX,,2018-10-15,2024-02-25,1958,2024-03-31,617.0,,Permit Entire,2023511,209,40.82441,-73.87579,1569,BRUCKNER BOULEVARD,2,3716,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00099978-I1,BRONX,,2018-11-21,2024-02-25,1921,2024-02-27,332.0,,Permit Entire,2045913,210,40.84631,-73.83408,1720,MAYFLOWER AVENUE,2,4162,2,DOOLING & COMPANY ARCHITECTS,1,DOB NOW,Local Law 11,Other Zoning Districts
X00102737-I1,BRONX,,2018-11-26,2024-02-25,1916,2024-03-02,61.0,,Permit Entire,2016415,207,40.86696,-73.88488,396,EAST 199 STREET,2,3279,34,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
X00106228-I1,BRONX,,2018-12-10,2024-02-25,1902,2024-03-17,625.0,,Permit Entire,2002977,204,40.82614,-73.92612,825,GERARD AVENUE,2,2483,15,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00107029-I1,BRONX,,2018-12-06,2024-02-25,1906,2024-06-06,290.0,,Permit Entire,2008466,205,40.84841,-73.91447,1695,GRAND AVENUE,2,2866,80,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
X00111585-I1,BRONX,,2018-12-20,2024-02-25,1892,2024-04-01,765.0,,Permit Entire,2093455,211,40.86601,-73.86975,2751,BARKER AVENUE,2,4506,1,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00111633-I1,BRONX,,2018-12-19,2024-02-25,1893,2024-04-01,745.0,,Permit Entire,2093460,211,40.86726,-73.8698,2850,BRONX PARK EAST,2,4506,40,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00111657-I1,BRONX,,2018-12-19,2024-02-25,1893,2024-04-01,770.0,,Permit Entire,2093456,211,40.86601,-73.86975,2760,BRONX PARK EAST,2,4506,1,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
