Account.Id,FTAverageMembers,PTAverageMembers,FTMembers,PTMembers,TotalAverageMembers,TotalMembers
25810,13.80,0.00,17,0,13.80,17
68421,13.81,0.00,17,0,13.81,17
49675,13.85,0.00,16,0,13.85,16
57951,13.86,0.00,19,0,13.86,19
46088,13.89,0.00,16,0,13.89,16
32938,13.95,0.00,21,0,13.95,21
64948,13.97,7.21,16,9,21.19,25
59628,14.00,0.00,14,0,14.00,14
46291,14.07,0.00,17,0,14.07,17
38107,14.08,0.00,15,0,14.08,15
55656,14.10,0.00,16,0,14.10,16
66062,14.12,0.00,21,0,14.12,21
30196,14.16,4.39,16,25,18.55,41
67225,14.17,0.00,31,0,14.17,31
58001,14.21,0.00,24,0,14.21,24
45017,14.25,0.00,17,0,14.25,17
29013,14.35,0.00,21,0,14.35,21
20689,14.45,0.00,20,0,14.45,20
17084,14.46,0.00,21,0,14.46,21
38145,14.49,0.00,17,0,14.49,17
62267,14.49,0.00,18,0,14.49,18
57921,14.57,0.00,20,0,14.57,20
38254,14.63,0.00,22,0,14.63,22
21392,14.70,0.00,19,0,14.70,19
63381,14.76,0.00,17,0,14.76,17
45498,14.81,0.00,15,0,14.81,15
61496,14.91,0.00,21,0,14.91,21
21413,14.93,0.00,16,0,14.93,16
48422,14.97,0.00,18,0,14.97,18
64406,15.00,0.00,15,0,15.00,15
21394,15.00,0.00,16,0,15.00,16
38119,15.29,0.00,18,0,15.29,18
33567,15.55,0.00,35,0,15.55,35
9518,15.77,0.00,16,0,15.77,16
52528,15.83,0.00,16,0,15.83,16
18605,15.86,0.00,22,0,15.86,22
32820,16.00,0.00,16,0,16.00,16
20632,16.01,0.00,18,0,16.01,18
59670,16.07,0.00,18,0,16.07,18
54781,16.08,0.00,17,0,16.08,17
48192,16.16,0.68,44,4,16.84,48
45071,16.16,0.00,21,0,16.16,21
56183,16.16,0.00,17,0,16.16,17
46700,16.24,0.00,19,0,16.24,19
62389,16.29,0.00,25,0,16.29,25
56209,16.34,0.00,20,0,16.34,20
65854,16.37,0.00,18,0,16.37,18
63226,16.38,0.00,26,0,16.38,26
54161,16.45,0.00,21,0,16.45,21
20701,16.56,0.00,19,0,16.56,19
35681,16.57,0.00,19,0,16.57,19
66290,16.58,0.00,39,0,16.58,39
32776,16.66,0.08,24,1,16.74,25
45069,16.66,0.00,18,0,16.66,18
20950,16.71,0.00,20,0,16.71,20
46704,16.79,0.00,19,0,16.79,19
46319,16.81,0.00,21,0,16.81,21
63447,16.87,0.00,26,0,16.87,26
67227,16.87,0.00,42,0,16.87,42
20076,16.94,0.00,19,0,16.94,19
61040,16.97,0.00,20,0,16.97,20
64850,17.00,9.96,28,16,26.96,44
61403,17.00,0.00,17,0,17.00,17
49916,17.06,0.00,50,0,17.06,50
36779,17.13,0.00,27,0,17.13,27
62052,17.44,0.00,27,0,17.44,27
45555,17.46,0.00,19,0,17.46,19
62008,17.49,0.00,87,0,17.49,87
59594,17.50,0.33,26,3,17.83,29
32653,17.53,0.00,18,0,17.53,18
61026,17.55,0.05,23,1,17.60,24
63315,17.67,0.00,37,0,17.67,37
45702,17.72,0.00,18,0,17.72,18
48317,17.87,3.30,21,5,21.17,26
63110,17.87,0.00,23,0,17.87,23
21415,17.95,0.00,19,0,17.95,19
52482,17.98,0.00,20,0,17.98,20
28446,17.98,0.00,23,0,17.98,23
53647,17.99,0.00,27,0,17.99,27
40390,18.25,0.00,26,0,18.25,26
63167,18.26,0.00,70,0,18.26,70
37412,18.30,0.00,22,0,18.30,22
46685,18.33,0.00,22,0,18.33,22
46257,18.54,0.00,23,0,18.54,23
35693,18.64,0.00,27,0,18.64,27
46701,18.70,0.00,22,0,18.70,22
64070,18.74,0.00,33,0,18.74,33
21006,18.75,0.00,23,0,18.75,23
53071,18.84,0.00,25,0,18.84,25
53963,18.84,0.00,21,0,18.84,21
65415,18.84,0.00,25,0,18.84,25
39059,18.88,0.00,20,0,18.88,20
33835,18.88,0.00,22,0,18.88,22
35582,18.90,0.00,29,0,18.90,29
50123,18.95,0.00,25,0,18.95,25
45618,18.95,0.00,24,0,18.95,24
46684,18.98,0.00,30,0,18.98,30
32871,19.00,0.00,19,0,19.00,19
48924,19.16,0.00,20,0,19.16,20
20623,19.33,0.00,20,0,19.33,20
66493,19.35,0.00,34,0,19.35,34
54463,19.45,0.00,22,0,19.45,22
20586,19.49,0.00,21,0,19.49,21
15011,19.55,0.00,23,0,19.55,23
54322,19.59,0.00,21,0,19.59,21
33833,19.78,0.00,22,0,19.78,22
28512,19.82,0.00,20,0,19.82,20
46299,19.82,0.00,21,0,19.82,21
37406,19.93,0.00,50,0,19.93,50
29431,20.08,0.00,22,0,20.08,22
36756,20.11,0.00,28,0,20.11,28
35749,20.13,0.00,24,0,20.13,24
35546,20.26,0.00,24,0,20.26,24
20643,20.34,0.00,22,0,20.34,22
40537,20.39,0.00,32,0,20.39,32
20484,20.40,0.00,25,0,20.40,25
37405,20.40,0.00,22,0,20.40,22
67700,20.41,1.23,44,5,21.64,49
58855,20.45,0.00,24,0,20.45,24
36918,20.53,0.00,21,0,20.53,21
46680,20.57,0.00,30,0,20.57,30
38804,20.58,0.00,21,0,20.58,21
32908,20.62,0.00,24,0,20.62,24
38151,20.62,0.00,24,0,20.62,24
46931,20.64,0.00,25,0,20.64,25
18744,20.73,0.00,26,0,20.73,26
47340,20.74,0.00,22,0,20.74,22
17071,20.75,0.00,24,0,20.75,24
38148,20.85,0.00,24,0,20.85,24
64586,20.95,0.00,45,0,20.95,45
57929,21.16,0.00,28,0,21.16,28
63734,21.34,0.00,25,0,21.34,25
38261,21.36,0.00,23,0,21.36,23
32825,21.37,0.00,23,0,21.37,23
66491,21.38,0.00,31,0,21.38,31
54649,21.40,0.00,26,0,21.40,26
51815,21.64,0.01,23,1,21.64,24
57938,21.66,0.00,28,0,21.66,28
32819,21.68,0.00,29,0,21.68,29
38713,21.70,0.00,23,0,21.70,23
19826,21.75,0.00,24,0,21.75,24
59239,21.99,0.07,26,1,22.06,27
46405,22.00,0.00,22,0,22.00,22
35427,22.21,0.56,29,1,22.76,30
66497,22.26,0.00,26,0,22.26,26
64493,22.27,0.00,58,0,22.27,58
66495,22.36,0.00,31,0,22.36,31
21398,22.38,0.00,26,0,22.38,26
14419,22.45,1.84,25,2,24.29,27
48966,22.64,0.00,30,0,22.64,30
46697,22.68,0.00,23,0,22.68,23
47374,22.79,0.00,26,0,22.79,26
52377,22.80,0.00,26,0,22.80,26
40665,22.81,0.00,25,0,22.81,25
20556,22.83,1.75,24,2,24.58,26
14013,22.84,0.00,25,0,22.84,25
18773,22.85,0.00,26,0,22.85,26
65585,22.90,0.00,25,0,22.90,25
51547,22.93,0.00,44,0,22.93,44
59679,22.95,0.00,24,0,22.95,24
35596,22.97,0.00,30,0,22.97,30
32667,23.00,0.00,23,0,23.00,23
59653,23.19,0.00,26,0,23.19,26
66273,23.19,0.00,33,0,23.19,33
59673,23.21,0.00,30,0,23.21,30
48925,23.23,0.00,25,0,23.23,25
45701,23.33,0.00,25,0,23.33,25
38108,23.55,0.00,26,0,23.55,26
61454,23.59,10.55,62,29,34.14,91
46186,23.62,0.00,30,0,23.62,30
67635,23.70,0.17,61,1,23.87,62
38139,23.81,0.00,25,0,23.81,25
54212,23.81,0.00,27,0,23.81,27
55041,23.87,0.00,29,0,23.87,29
66237,23.96,0.00,32,0,23.96,32
41699,24.00,0.01,28,1,24.01,29
28951,24.01,0.00,29,0,24.01,29
66492,24.09,0.00,31,0,24.09,31
38149,24.11,0.00,30,0,24.11,30
38910,24.12,2.35,25,7,26.46,32
17095,24.17,0.48,38,1,24.65,39
65940,24.35,0.00,29,0,24.35,29
20054,24.36,0.00,27,0,24.36,27
18785,24.66,1.67,32,8,26.33,40
56218,24.74,10.51,26,14,35.25,40
61842,24.94,0.00,29,0,24.94,29
36501,25.00,0.00,29,0,25.00,29
38949,25.08,0.00,27,0,25.08,27
49639,25.18,0.00,31,0,25.18,31
38463,25.24,0.00,29,0,25.24,29
33839,25.38,1.83,29,2,27.20,31
48982,25.54,0.00,29,0,25.54,29
22646,25.88,0.00,27,0,25.88,27
48182,25.98,0.00,29,0,25.98,29
36612,26.15,0.00,30,0,26.15,30
60725,26.31,0.00,34,0,26.31,34
59254,26.45,0.08,33,1,26.53,34
41177,26.47,0.00,30,0,26.47,30
64741,26.52,0.00,28,0,26.52,28
64740,26.76,0.00,43,0,26.76,43
17118,26.78,0.00,33,0,26.78,33
62354,26.79,0.00,31,0,26.79,31
58124,27.05,0.00,28,0,27.05,28
62037,27.25,0.00,28,0,27.25,28
65764,27.32,0.00,37,0,27.32,37
49442,27.42,2.65,44,5,30.07,49
58194,27.43,0.01,53,1,27.43,54
67753,27.65,0.00,65,0,27.65,65
18733,27.87,0.00,30,0,27.87,30
28396,27.94,0.00,35,0,27.94,35
41356,28.19,0.00,33,0,28.19,33
66527,28.27,0.00,39,0,28.27,39
49209,28.27,2.00,33,2,30.27,35
46933,28.38,0.00,32,0,28.38,32
15007,28.75,0.00,38,0,28.75,38
46853,28.95,0.00,33,0,28.95,33
54096,28.99,0.00,34,0,28.99,34
58014,29.04,0.00,46,0,29.04,46
18780,29.07,0.00,38,0,29.07,38
28519,29.22,0.25,38,1,29.47,39
59121,29.23,0.00,38,0,29.23,38
62329,29.28,0.00,48,0,29.28,48
30750,29.28,0.00,34,0,29.28,34
21376,29.42,0.16,31,1,29.58,32
32856,29.47,0.00,36,0,29.47,36
21648,29.53,0.44,30,1,29.96,31
28965,30.59,0.14,109,1,30.74,110
15004,30.70,0.00,34,0,30.70,34
20693,30.79,0.00,35,0,30.79,35
46706,30.82,0.00,32,0,30.82,32
26065,31.12,0.00,35,0,31.12,35
27839,31.52,0.00,39,0,31.52,39
63394,31.63,0.00,36,0,31.63,36
17090,31.78,0.00,41,0,31.78,41
21405,31.89,0.00,40,0,31.89,40
32869,32.32,0.00,59,0,32.32,59
17070,33.30,0.00,40,0,33.30,40
29319,33.34,0.00,36,0,33.34,36
62652,33.38,1.73,39,3,35.10,42
46687,33.69,0.58,41,1,34.27,42
35697,33.76,0.00,38,0,33.76,38
50445,34.08,0.00,37,0,34.08,37
52842,34.41,0.00,43,0,34.41,43
42898,34.55,0.00,44,0,34.55,44
50459,35.28,0.00,39,0,35.28,39
38126,35.30,0.00,39,0,35.30,39
40255,35.48,0.00,46,0,35.48,46
59520,35.62,0.00,46,0,35.62,46
58860,36.02,0.00,42,0,36.02,42
35764,36.14,0.00,40,0,36.14,40
20690,36.55,0.00,45,0,36.55,45
17128,36.59,0.00,43,0,36.59,43
20694,37.62,0.00,41,0,37.62,41
38123,38.07,0.00,52,0,38.07,52
32860,38.38,0.00,61,0,38.38,61
57943,38.74,0.00,56,0,38.74,56
38094,39.00,0.00,39,0,39.00,39
40673,39.03,0.08,59,1,39.11,60
46934,39.04,0.00,43,0,39.04,43
21448,39.13,0.00,47,0,39.13,47
28438,39.70,0.00,45,0,39.70,45
48913,39.90,0.24,53,2,40.15,55
46344,40.00,0.00,40,0,40.00,40
36414,40.22,0.00,53,0,40.22,53
62268,40.25,0.00,44,0,40.25,44
63418,40.44,0.00,82,0,40.44,82
49716,40.62,0.00,102,0,40.62,102
32870,40.73,0.00,73,0,40.73,73
45633,40.90,0.82,50,2,41.72,52
60025,41.33,0.98,48,1,42.31,49
50070,41.67,0.00,44,0,41.67,44
62387,42.20,0.00,51,0,42.20,51
47255,42.26,93.82,52,155,136.08,207
66803,42.36,2.69,62,7,45.05,69
38136,42.69,0.00,47,0,42.69,47
39963,42.82,0.00,52,0,42.82,52
62312,42.86,0.00,57,0,42.86,57
63148,43.12,0.00,63,0,43.12,63
60623,43.14,0.00,48,0,43.14,48
59240,43.28,0.00,50,0,43.28,50
15153,43.52,0.00,57,0,43.52,57
35393,43.81,0.00,53,0,43.81,53
38001,44.04,0.00,52,0,44.04,52
38134,44.49,0.00,49,0,44.49,49
38144,44.61,0.00,54,0,44.61,54
37403,44.95,0.00,49,0,44.95,49
17109,45.16,0.00,61,0,45.16,61
41736,45.18,0.00,59,0,45.18,59
20077,45.44,21.39,54,44,66.82,98
18756,45.65,0.00,59,0,45.65,59
54166,46.13,0.00,54,0,46.13,54
67597,46.79,0.77,112,1,47.57,113
15273,46.93,0.00,65,0,46.93,65
20104,49.25,30.00,51,30,79.25,81
41814,49.55,0.00,54,0,49.55,54
46694,49.59,0.00,64,0,49.59,64
17099,49.73,0.00,65,0,49.73,65
62804,49.90,0.00,55,0,49.90,55
58850,50.04,0.00,64,0,50.04,64
60847,50.52,0.10,73,1,50.61,74
29016,50.72,0.00,107,0,50.72,107
38913,52.18,0.00,54,0,52.18,54
38819,52.86,0.00,61,0,52.86,61
46534,55.54,0.00,66,0,55.54,66
35435,56.62,0.00,62,0,56.62,62
64783,56.64,14.46,82,19,71.10,101
62270,57.44,0.00,88,0,57.44,88
58020,57.90,0.00,80,0,57.90,80
58454,58.14,0.00,69,0,58.14,69
62203,58.44,0.00,92,0,58.44,92
59193,58.71,0.00,77,0,58.71,77
32808,58.84,0.00,100,0,58.84,100
27941,59.36,0.74,68,1,60.10,69
48521,59.81,0.00,75,0,59.81,75
27881,60.75,0.00,72,0,60.75,72
20571,63.73,0.00,71,0,63.73,71
59692,64.84,0.00,79,0,64.84,79
36664,64.96,0.00,70,1,64.96,71
27849,65.37,0.00,77,0,65.37,77
55621,67.06,0.00,85,0,67.06,85
69225,67.59,0.00,82,0,67.59,82
35419,68.84,0.00,100,0,68.84,100
21885,69.27,0.00,88,0,69.27,88
44837,71.20,0.00,84,0,71.20,84
32752,71.27,0.00,84,0,71.27,84
22530,71.56,0.00,93,0,71.56,93
35902,72.52,0.00,86,0,72.52,86
35552,73.09,0.00,81,0,73.09,81
40930,73.42,0.00,129,0,73.42,129
39188,74.58,3.13,81,9,77.71,90
46494,74.61,0.00,94,0,74.61,94
39497,74.80,0.00,99,0,74.80,99
60600,74.90,0.00,110,0,74.90,110
35395,75.36,0.00,105,0,75.36,105
17130,75.78,0.00,122,0,75.78,122
64633,76.12,0.40,174,1,76.52,175
66030,77.86,88.89,99,108,166.76,207
38030,78.21,0.00,82,0,78.21,82
35357,78.85,0.00,92,0,78.85,92
27850,83.52,0.00,99,0,83.52,99
49587,84.27,0.00,91,0,84.27,91
36500,84.72,0.00,100,0,84.72,100
52481,85.58,0.00,106,0,85.58,106
21422,86.21,0.00,92,0,86.21,92
44812,86.92,0.00,118,0,86.92,118
35392,87.44,0.00,94,0,87.44,94
64362,88.01,1.73,95,6,89.74,101
40336,91.47,1.00,110,1,92.47,111
14531,92.66,0.00,119,0,92.66,119
35775,92.95,0.00,107,0,92.95,107
14367,94.95,1.00,110,1,95.95,111
46343,103.11,8.85,124,18,111.96,142
32649,115.89,0.00,187,0,115.89,187
38117,121.43,0.00,134,0,121.43,134
40779,131.27,0.00,161,0,131.27,161
45700,192.20,0.00,224,0,192.20,224
32696,238.48,0.00,343,0,238.48,343
